batting_team,bowling_team,venue,toss_winner,toss_decision,overs,balls,current_score,wickets,batting_team_form,bowling_team_form,head_to_head,key_batsman_form,key_bowler_form,venue_factor,final_score
Gujarat Titans,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,10,2,99,3,0.4435564266002883,0.8651509481384678,0.6003472415672384,0.6975372136564104,0.6887834420019345,0.7135358432590411,192
Mumbai Indians,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,bat,9,5,76,7,0.3773847941251948,0.5019993780176518,0.7767330655521125,0.9447162783518445,0.43194921615128934,0.9967473345617751,154
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,Gujarat Titans,bat,11,3,80,0,0.6824242025120705,0.8952487452180042,0.6871251739561572,0.657010853457217,0.7642065106629132,0.7004009160238861,171
Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,Punjab Kings,bat,19,1,215,4,0.7470044293073608,0.3024657279623078,0.5077669991689454,0.4016807391367835,0.794800350607143,1.2230998310841603,220
Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Delhi Capitals,field,8,5,71,5,0.7868755780020082,0.5724659722022611,0.5509581501194574,0.7155175573909809,0.7764488275111727,1.2186629324844085,158
Delhi Capitals,Gujarat Titans,Punjab Cricket Association Stadium,Delhi Capitals,bat,16,3,169,6,0.5592988767006029,0.6835644915267826,0.39910163014094724,0.4282245241230482,0.5646831030327584,0.7374229778475723,193
Rajasthan Royals,Mumbai Indians,Eden Gardens,Rajasthan Royals,bat,16,4,149,9,0.3404575385088556,0.841022944233935,0.7418983440037337,0.6575064593497372,0.817092137256229,0.9872500812052558,170
Kolkata Knight Riders,Chennai Super Kings,Ekana Cricket Stadium,Chennai Super Kings,bat,12,4,102,1,0.6791567548037283,0.7386878724334056,0.5367885565157549,0.5723039705026821,0.9106792738494235,0.7745528264183249,180
Kolkata Knight Riders,Punjab Kings,Eden Gardens,Punjab Kings,field,9,0,66,2,0.8395954967111325,0.7646760206726186,0.31900406546008253,0.7401870873779585,0.6926587735905194,0.9739463957061018,186
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Punjab Kings,bat,14,2,134,2,0.6591203310533467,0.8707190617422313,0.32531838634843446,0.9055338747243552,0.6838415024689954,0.7697247312619674,183
Rajasthan Royals,Punjab Kings,Punjab Cricket Association Stadium,Punjab Kings,bat,10,3,98,4,0.5704368785597612,0.5923467922835833,0.4162810961236105,0.8297022768536209,0.5192970409218728,1.142641931667715,186
Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Rajasthan Royals,field,13,4,96,5,0.48941349412435964,0.3112309739473368,0.4141288603576729,0.6961527222825046,0.4531796325775589,1.1849131444293504,156
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Lucknow Super Giants,field,17,5,180,7,0.6606979311434235,0.870865178681774,0.5633315983582726,0.7887954687533815,0.8179217555147761,1.2576727669101673,193
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,10,1,62,10,0.3813045802881034,0.32334392360887737,0.6453654728935586,0.8272378104076171,0.6928272916728105,1.1029264128281993,125
Gujarat Titans,Punjab Kings,Rajiv Gandhi International Stadium,Gujarat Titans,bat,13,5,97,2,0.3106327169546943,0.6526913779344126,0.6414617961317777,0.7871904050134206,0.9376989637567563,0.7293811861236768,154
Lucknow Super Giants,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Sunrisers Hyderabad,field,11,2,84,1,0.7230433237773959,0.8309243711188488,0.4223942032525332,0.7796665130485201,0.6303375296264215,1.0397098966825329,177
Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Sunrisers Hyderabad,field,18,1,141,8,0.42392356392736935,0.36145794265924974,0.6893137364680103,0.4802300743805983,0.4253994935379172,1.1106932173689428,148
Lucknow Super Giants,Gujarat Titans,Eden Gardens,Lucknow Super Giants,field,6,0,41,4,0.6137220787309994,0.5314133395428657,0.7789298315905746,0.5384262709279684,0.4936127755668196,0.841488126763821,150
Gujarat Titans,Punjab Kings,Feroz Shah Kotla,Gujarat Titans,bat,15,1,97,7,0.4313977796432842,0.5547028732735537,0.5832513893557203,0.6289530865578872,0.9238862705944879,0.9257763182397872,128
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,bat,7,2,53,6,0.443075850716974,0.3382493706366836,0.25037240763165247,0.6964799118232183,0.7733745677626698,1.0741694340433132,138
Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,Delhi Capitals,bat,8,4,48,10,0.7099096364030271,0.5290128650077457,0.2091595852607709,0.6614407625172263,0.4418001626914557,0.8408911502557204,116
Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,Mumbai Indians,bat,19,0,166,3,0.3696428798379297,0.5120888981962812,0.7873504595067571,0.5922541778788782,0.544564721531076,0.9135272070911437,174
Mumbai Indians,Punjab Kings,Wankhede Stadium,Mumbai Indians,field,19,0,142,10,0.7975449923658157,0.7198938177921441,0.4569879234925667,0.4267121254268268,0.4221151318822305,0.7827641364019564,148
Mumbai Indians,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,17,2,206,5,0.8992690804530479,0.8179692870061768,0.308414667745675,0.6515409844492346,0.7079973968352787,0.7219509560675812,226
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,bat,12,1,93,10,0.3069374805868655,0.5866901102964006,0.6097631622905364,0.7697891943616173,0.8209730359386944,0.9680574029921685,137
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Delhi Capitals,bat,10,1,73,9,0.589888429858114,0.3434291407382046,0.5002250912248585,0.6385011742765646,0.9361335357279573,1.2028719316779757,113
Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,Royal Challengers Bangalore,bat,19,4,147,8,0.3915968878816497,0.7382092764660455,0.2726082160324563,0.847071845092297,0.4390206407475503,0.8723469808270167,148
Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,Lucknow Super Giants,field,18,3,186,7,0.5684082097284916,0.38500785376108265,0.4521073838186919,0.9159228378631108,0.7442583679043688,0.7230890436581662,195
Gujarat Titans,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,9,2,74,4,0.8566583130746872,0.8071342399704846,0.20540390667872346,0.9182387972386508,0.4773754413978246,0.7600885490876151,139
Sunrisers Hyderabad,Punjab Kings,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,10,5,92,2,0.3341779635525857,0.6583245534315699,0.23919314822137216,0.47239899542899666,0.663126066813742,0.9836493151326964,188
Sunrisers Hyderabad,Delhi Capitals,Narendra Modi Stadium,Sunrisers Hyderabad,bat,7,2,68,3,0.43121994097877997,0.5072784145425123,0.3740279433461947,0.624671258051504,0.49972296383452747,1.0917662989243286,152
Chennai Super Kings,Mumbai Indians,M. Chinnaswamy Stadium,Chennai Super Kings,bat,18,5,182,5,0.7722800573306909,0.4736051537858613,0.5081451051777084,0.7799844074066817,0.6893031370608641,1.0563975860536998,191
Kolkata Knight Riders,Gujarat Titans,Feroz Shah Kotla,Kolkata Knight Riders,field,19,0,151,10,0.728047939206915,0.8637602141315797,0.2072259219514216,0.7516556361763334,0.6897892751727878,0.726864473512897,158
Chennai Super Kings,Kolkata Knight Riders,Ekana Cricket Stadium,Kolkata Knight Riders,bat,11,2,90,6,0.6392552127231852,0.6523519975946016,0.2411744812994163,0.5819369974224431,0.638881437372055,1.25690955899484,135
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,field,18,3,221,1,0.4284412736606704,0.3287872169854452,0.795297055452405,0.7414424843043548,0.7024486517304034,0.9801901651096907,238
Lucknow Super Giants,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,11,1,105,5,0.8405759333727125,0.6629736054797717,0.23224989803445512,0.44173438870203174,0.912041407703074,0.8015385135731249,183
Gujarat Titans,Chennai Super Kings,Ekana Cricket Stadium,Gujarat Titans,field,9,4,71,4,0.533689532015637,0.5272575080441471,0.6980529930240595,0.6945732179619335,0.7939747139248499,0.7861937186809447,138
Sunrisers Hyderabad,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,field,5,4,33,8,0.6088890390318412,0.7396236734949486,0.7572319603015347,0.6051974374804545,0.673074642402371,0.779059441972523,142
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,Sunrisers Hyderabad,field,6,5,43,5,0.31014241055434455,0.541081187456008,0.7661348503575862,0.4228257786425046,0.6863771935714377,1.2202129632809164,172
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,Punjab Kings,field,8,4,72,3,0.7109872154551449,0.8017864804072734,0.7288924815971507,0.633670313797692,0.5891825313245602,1.1105074437541007,170
Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,Lucknow Super Giants,field,6,4,34,9,0.4531931545491936,0.5185966337576047,0.7954684942408219,0.7590490784488326,0.5864256850155585,1.1266977126803925,106
Delhi Capitals,Kolkata Knight Riders,Narendra Modi Stadium,Delhi Capitals,field,19,0,216,3,0.8861577857799583,0.7068048479974036,0.710382097675252,0.41117873599844207,0.6379314355191721,1.2712247002788635,225
Delhi Capitals,Punjab Kings,Feroz Shah Kotla,Punjab Kings,bat,10,4,88,7,0.6685076183148523,0.6720434717514361,0.27277528846767324,0.8736726045455006,0.6248232206205495,0.7136939481312309,133
Rajasthan Royals,Delhi Capitals,Punjab Cricket Association Stadium,Rajasthan Royals,bat,5,1,31,6,0.5856748589693326,0.5653233257596074,0.3496320357013779,0.7826542050480795,0.5416463326923481,1.2775424143489946,111
Punjab Kings,Kolkata Knight Riders,Feroz Shah Kotla,Punjab Kings,field,14,0,115,4,0.8472099222281126,0.4011876143734675,0.21437968691564224,0.495037050992385,0.639423736858433,1.1335726037654859,158
Sunrisers Hyderabad,Rajasthan Royals,Narendra Modi Stadium,Sunrisers Hyderabad,bat,5,2,28,9,0.8369085903147968,0.6603795107163878,0.30312026090860966,0.7734030070604168,0.5409509121049023,1.1865301695935546,93
Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association Stadium,Kolkata Knight Riders,field,13,4,125,4,0.7823713851965618,0.43284854005847706,0.4850890866110184,0.8639149870223464,0.4777868892113441,0.7009431325868554,176
Chennai Super Kings,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,field,11,1,75,10,0.8774257353548203,0.3481323311295439,0.4861405965671553,0.467729512097957,0.4298678726376554,0.9931518929395702,138
Chennai Super Kings,Gujarat Titans,Sawai Mansingh Stadium,Gujarat Titans,bat,7,2,51,6,0.8631036549262963,0.6867471012865968,0.7798065981906093,0.617750577285205,0.9290143872357554,0.7375223149439626,148
Kolkata Knight Riders,Royal Challengers Bangalore,Narendra Modi Stadium,Kolkata Knight Riders,bat,9,0,55,10,0.4998822792480747,0.4617523219273165,0.2787220964973529,0.9121781312623688,0.8927032308511138,1.1103097779177153,125
Royal Challengers Bangalore,Punjab Kings,Punjab Cricket Association Stadium,Royal Challengers Bangalore,field,17,1,149,7,0.37765216638314114,0.5319366296914777,0.31813284016960464,0.823924533257612,0.6366134513306121,1.2398901992204936,170
Mumbai Indians,Kolkata Knight Riders,Punjab Cricket Association Stadium,Mumbai Indians,bat,18,3,191,6,0.8342373476898697,0.602980117589071,0.4371587809991296,0.8377607797490427,0.6672437720156257,1.0815239074195664,202
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,13,3,97,0,0.6155379417863116,0.7502375362906211,0.3007694872420971,0.8152466632325706,0.5688038551490446,0.7955187787525286,156
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Delhi Capitals,field,9,5,63,10,0.7511206625821409,0.31487876068236326,0.586016579247381,0.6358224130317864,0.42575856163939335,1.1568479977533483,130
Lucknow Super Giants,Chennai Super Kings,Punjab Cricket Association Stadium,Lucknow Super Giants,field,18,3,193,4,0.5121508760526486,0.8604054227822844,0.5836501187051619,0.7429368851462634,0.8727611540440746,0.9681159220249421,204
Royal Challengers Bangalore,Kolkata Knight Riders,Wankhede Stadium,Royal Challengers Bangalore,field,20,0,183,1,0.5585202157248286,0.42206827985388595,0.5609315117943507,0.457808481679093,0.8019057079770807,0.8527483896531327,183
Punjab Kings,Royal Challengers Bangalore,Narendra Modi Stadium,Punjab Kings,bat,8,0,69,4,0.8896974029655109,0.463837810638288,0.2250948852512619,0.4538897876880071,0.9068924866358523,1.0160470519910507,173
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,18,5,147,9,0.3970386581649651,0.7082435664591512,0.6357300439394942,0.5249143723231333,0.9207335766807021,1.294478317508854,153
Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Chennai Super Kings,field,17,5,166,3,0.5513550348743802,0.6442514114375735,0.6297976849081388,0.4384478160157572,0.9248180624703327,1.1648347846822966,185
Chennai Super Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,Chennai Super Kings,field,18,4,119,9,0.3108025952249485,0.3911517360715596,0.5479053297622756,0.6661024208121373,0.6815821561623829,0.9623658999389955,128
Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,field,10,2,90,1,0.4568539925546373,0.4487390990465344,0.2514682707665997,0.5227604042741758,0.6443400240096755,1.082783678716599,179
Gujarat Titans,Rajasthan Royals,Punjab Cricket Association Stadium,Rajasthan Royals,bat,13,3,95,6,0.6715452127589893,0.861583230045408,0.5089751769477808,0.7456417442405098,0.5995650233664602,0.8508591723044507,137
Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Gujarat Titans,bat,20,0,147,8,0.8999836217957249,0.5565462393838956,0.7517346254582005,0.719607119595076,0.7641097728750215,1.0325511015656783,147
Royal Challengers Bangalore,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,14,3,127,5,0.7044065218354083,0.8102594883693159,0.7879487272518271,0.8577965143126602,0.6122538422197024,1.2364445373756963,175
Delhi Capitals,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Delhi Capitals,field,16,5,156,10,0.7491218167550009,0.7024717450805356,0.2942234687434722,0.941541321907284,0.6550497742398493,0.9553489473151336,172
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,Rajasthan Royals,field,6,4,55,3,0.6319677334316376,0.5814863458488051,0.5047945277389199,0.9275374901538027,0.773533630663475,1.2961290221081625,158
Delhi Capitals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,14,4,115,0,0.7594440381126506,0.8638079896179636,0.40103745351182984,0.8341453230309825,0.5258152835674219,1.2797827346449853,166
Gujarat Titans,Lucknow Super Giants,Ekana Cricket Stadium,Gujarat Titans,bat,5,5,37,7,0.5575851294733062,0.32048780037883356,0.46760589287038173,0.4557234541837729,0.5917574291342034,0.8664837528244045,112
Royal Challengers Bangalore,Chennai Super Kings,Ekana Cricket Stadium,Chennai Super Kings,field,11,3,99,1,0.42848588029725776,0.7249366577601686,0.6440015122160115,0.5587092841206591,0.40955220029643047,1.1921883358433023,195
Punjab Kings,Sunrisers Hyderabad,Ekana Cricket Stadium,Sunrisers Hyderabad,bat,19,4,169,6,0.5197332943932212,0.8587829933543192,0.5437580487064735,0.45364270332007145,0.8167868301614765,1.224211523118655,171
Chennai Super Kings,Punjab Kings,Eden Gardens,Chennai Super Kings,bat,15,5,122,3,0.837019653607691,0.8395745852210239,0.38914301790056327,0.8234682138789444,0.5899610898407903,0.9000245706979799,156
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,field,14,1,113,3,0.39657086641633543,0.7559956505921435,0.4925069352687266,0.7037652126418102,0.9289480493566606,1.1847366459655895,161
Punjab Kings,Sunrisers Hyderabad,Narendra Modi Stadium,Punjab Kings,bat,7,1,64,0,0.8720658721833989,0.8662000241567971,0.21243464654048602,0.7109730863604156,0.4300261371397398,0.8760904938271312,176
Gujarat Titans,Delhi Capitals,M. A. Chidambaram Stadium,Gujarat Titans,bat,14,4,117,6,0.899973786358105,0.6714860147424602,0.30163857826743173,0.7217556205660722,0.4396629562245298,1.1658722428837738,141
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,Mumbai Indians,bat,19,5,196,3,0.4943473053273608,0.3369795684275832,0.7823381365893871,0.6992370953858611,0.6891738790720521,1.1683855785677628,196
Sunrisers Hyderabad,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,14,1,120,4,0.7395468958642608,0.5281755181465191,0.37919392437578625,0.5387401289323299,0.4472718529549966,1.189871007813571,173
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,12,5,87,8,0.38545984089466945,0.6141531021022102,0.3206165078456465,0.8231365563733294,0.8764380478928189,1.0090480650296174,127
Sunrisers Hyderabad,Chennai Super Kings,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,10,5,106,5,0.8008631656924197,0.8462218304862819,0.6580051443244277,0.795569291797023,0.43996819897460654,0.8960681282831107,186
Rajasthan Royals,Punjab Kings,M. Chinnaswamy Stadium,Rajasthan Royals,bat,17,0,144,3,0.5935326498819802,0.35693731362669545,0.7907020482844727,0.7606912288240113,0.8620000879222548,1.0355897758463577,172
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,Rajasthan Royals,bat,6,4,47,4,0.5516083522201579,0.8338200199549626,0.2381487712583192,0.589061778514673,0.41055536495686357,1.294337419789123,164
Lucknow Super Giants,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,16,3,120,10,0.7714563213233259,0.8697788160784683,0.46646382554694205,0.5371855953882954,0.9443401896781272,0.7468443663817128,140
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,7,2,66,4,0.8607592185211463,0.4715085602821859,0.45093951351147427,0.8476445262891117,0.768235078530022,1.2794429458911023,164
Delhi Capitals,Mumbai Indians,Wankhede Stadium,Delhi Capitals,bat,13,5,78,9,0.5116342417294099,0.47275275915089343,0.44541315693471095,0.4679698995218327,0.566151258655505,1.1795555073370876,111
Sunrisers Hyderabad,Lucknow Super Giants,M. A. Chidambaram Stadium,Lucknow Super Giants,field,13,0,76,8,0.43163251155884375,0.6358299642597236,0.334026095491864,0.5515604442525279,0.6754578142170387,1.2465717412832682,106
Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,bat,7,5,54,0,0.4635779939602447,0.5569931263708019,0.6281847762199626,0.7736105016781518,0.5317481518329831,1.012507713847468,193
